Analysis_ID,CheckIn_Date_ID,City_ID,Star_Rating,Price_Delta_Bucket,Feature_Parity_Bucket,Total_Opportunities,Wins_Count,Losses_Count,Win_Rate_Pct,Avg_Price_Delta_SAR,Avg_Feature_Parity_Score,Revenue_Impact_SAR
273,20240114,2,4,Expensive_5_10pct,Low_0_50pct,74,44,30,60,6.28,0.74,73890.46
274,20240114,2,4,Expensive_5_10pct,Medium_50_75pct,94,36,58,39,39.8,0.7,65398.85
275,20240114,2,4,Expensive_5_10pct,High_75_90pct,426,55,371,13,-87.09,0.88,31094.16
276,20240114,2,4,Expensive_5_10pct,Match_90pct+,204,75,129,37,-50.01,0.88,70367.37
277,20240114,2,4,Expensive_10pct+,Low_0_50pct,239,160,79,67,9.51,0.9,301542.89
278,20240114,2,4,Expensive_10pct+,Medium_50_75pct,61,29,32,49,-13.79,0.86,41722.34
279,20240114,2,4,Expensive_10pct+,High_75_90pct,495,227,268,46,39.15,0.77,240352.58
280,20240114,2,4,Expensive_10pct+,Match_90pct+,211,118,93,56,-24.03,0.92,138888.78
281,20240114,2,5,Cheaper_10pct+,Low_0_50pct,292,221,71,76,-89.48,0.7,226572.5
282,20240114,2,5,Cheaper_10pct+,Medium_50_75pct,478,157,321,33,5.75,0.94,95641.46
283,20240114,2,5,Cheaper_10pct+,High_75_90pct,412,288,124,70,23.08,0.64,366842.76
284,20240114,2,5,Cheaper_10pct+,Match_90pct+,434,338,96,78,65.38,0.55,540325.88
285,20240114,2,5,Cheaper_5_10pct,Low_0_50pct,437,126,311,29,-17.99,0.93,213365.38
286,20240114,2,5,Cheaper_5_10pct,Medium_50_75pct,348,201,147,58,-92.93,0.9,234147.78
287,20240114,2,5,Cheaper_5_10pct,High_75_90pct,311,43,268,14,-19.62,0.95,74269.56
288,20240114,2,5,Cheaper_5_10pct,Match_90pct+,443,199,244,45,1.01,0.62,324311.9
289,20240114,2,5,Match_5pct,Low_0_50pct,68,23,45,35,-98.48,0.96,42364.79
290,20240114,2,5,Match_5pct,Medium_50_75pct,319,162,157,51,53.38,0.52,303072.31
291,20240114,2,5,Match_5pct,High_75_90pct,155,80,75,52,-77.92,0.65,152526.35
292,20240114,2,5,Match_5pct,Match_90pct+,311,180,131,58,65.54,0.8,208324.9
293,20240114,2,5,Expensive_5_10pct,Low_0_50pct,459,284,175,62,86.16,0.74,413991.19
294,20240114,2,5,Expensive_5_10pct,Medium_50_75pct,184,97,87,53,-11.54,0.54,127145.96
295,20240114,2,5,Expensive_5_10pct,High_75_90pct,234,121,113,52,40.09,0.75,72663.17
296,20240114,2,5,Expensive_5_10pct,Match_90pct+,153,102,51,67,72.86,0.59,148707.07
297,20240114,2,5,Expensive_10pct+,Low_0_50pct,101,64,37,64,31.1,0.91,123270.45
298,20240114,2,5,Expensive_10pct+,Medium_50_75pct,201,46,155,23,-8.02,0.72,77949.53
299,20240114,2,5,Expensive_10pct+,High_75_90pct,447,277,170,62,74.44,0.99,245669.31
300,20240114,2,5,Expensive_10pct+,Match_90pct+,235,126,109,54,-67.54,0.86,173628.95
301,20240114,3,3,Cheaper_10pct+,Low_0_50pct,262,73,189,28,19.59,0.76,89455.8
302,20240114,3,3,Cheaper_10pct+,Medium_50_75pct,262,68,194,26,-66.46,0.96,52311.06
303,20240114,3,3,Cheaper_10pct+,High_75_90pct,319,226,93,71,-68.24,0.93,401289.04
304,20240114,3,3,Cheaper_10pct+,Match_90pct+,385,200,185,52,-36.83,0.65,127038.87
305,20240114,3,3,Cheaper_5_10pct,Low_0_50pct,500,180,320,36,-1.18,0.75,131353.93
306,20240114,3,3,Cheaper_5_10pct,Medium_50_75pct,77,37,40,49,-39.07,0.92,31365.4
307,20240114,3,3,Cheaper_5_10pct,High_75_90pct,387,116,271,30,49.81,0.99,78060.4
308,20240114,3,3,Cheaper_5_10pct,Match_90pct+,245,161,84,66,-82.84,0.95,194907.84
309,20240114,3,3,Match_5pct,Low_0_50pct,146,113,33,78,-47.05,0.87,185674.21
310,20240114,3,3,Match_5pct,Medium_50_75pct,69,28,41,42,72.0,0.74,45378.16
311,20240114,3,3,Match_5pct,High_75_90pct,86,50,36,59,68.83,0.58,65466.28
312,20240114,3,3,Match_5pct,Match_90pct+,60,42,18,70,79.81,0.55,30933.21
313,20240114,3,3,Expensive_5_10pct,Low_0_50pct,437,152,285,35,-93.46,0.8,245481.19
314,20240114,3,3,Expensive_5_10pct,Medium_50_75pct,391,293,98,75,-37.61,0.97,535987.24
315,20240114,3,3,Expensive_5_10pct,High_75_90pct,198,156,42,79,0.73,0.9,298291.42
316,20240114,3,3,Expensive_5_10pct,Match_90pct+,454,317,137,70,82.13,0.64,422102.12
317,20240114,3,3,Expensive_10pct+,Low_0_50pct,228,177,51,78,-42.67,0.72,127231.71
318,20240114,3,3,Expensive_10pct+,Medium_50_75pct,218,56,162,26,-46.6,0.97,102044.91
319,20240114,3,3,Expensive_10pct+,High_75_90pct,175,50,125,29,-8.83,0.51,86804.48
320,20240114,3,3,Expensive_10pct+,Match_90pct+,162,108,54,67,0.0,0.87,182189.81
321,20240114,3,4,Cheaper_10pct+,Low_0_50pct,497,223,274,45,29.43,0.67,401197.52
322,20240114,3,4,Cheaper_10pct+,Medium_50_75pct,467,345,122,74,62.25,0.86,608504.67
323,20240114,3,4,Cheaper_10pct+,High_75_90pct,322,235,87,73,24.37,0.97,243377.02
324,20240114,3,4,Cheaper_10pct+,Match_90pct+,392,58,334,15,-44.08,0.69,98313.44
325,20240114,3,4,Cheaper_5_10pct,Low_0_50pct,276,60,216,22,40.28,0.64,64110.21
326,20240114,3,4,Cheaper_5_10pct,Medium_50_75pct,396,43,353,11,-85.87,0.74,73633.66
327,20240114,3,4,Cheaper_5_10pct,High_75_90pct,80,40,40,51,-62.97,0.84,38671.15
328,20240114,3,4,Cheaper_5_10pct,Match_90pct+,83,18,65,22,-27.84,0.52,18882.34
329,20240114,3,4,Match_5pct,Low_0_50pct,84,48,36,58,-13.42,0.82,51946.59
330,20240114,3,4,Match_5pct,Medium_50_75pct,439,316,123,72,2.61,0.92,185696.04
331,20240114,3,4,Match_5pct,High_75_90pct,301,72,229,24,24.82,0.7,78439.64
332,20240114,3,4,Match_5pct,Match_90pct+,386,181,205,47,45.21,0.93,195662.15
333,20240114,3,4,Expensive_5_10pct,Low_0_50pct,464,269,195,58,35.35,0.63,348663.11
334,20240114,3,4,Expensive_5_10pct,Medium_50_75pct,328,121,207,37,85.91,0.63,195049.27
335,20240114,3,4,Expensive_5_10pct,High_75_90pct,68,47,21,70,46.26,0.67,38120.22
336,20240114,3,4,Expensive_5_10pct,Match_90pct+,261,195,66,75,-82.07,0.5,130673.77
337,20240114,3,4,Expensive_10pct+,Low_0_50pct,428,111,317,26,97.62,0.66,138731.71
338,20240114,3,4,Expensive_10pct+,Medium_50_75pct,451,338,113,75,-21.4,0.71,330737.1
339,20240114,3,4,Expensive_10pct+,High_75_90pct,331,168,163,51,66.92,0.66,330822.65
340,20240114,3,4,Expensive_10pct+,Match_90pct+,370,114,256,31,-72.04,0.75,185562.09
341,20240114,3,5,Cheaper_10pct+,Low_0_50pct,181,36,145,20,53.62,0.83,27528.83
342,20240114,3,5,Cheaper_10pct+,Medium_50_75pct,377,180,197,48,-2.05,0.77,273943.64
343,20240114,3,5,Cheaper_10pct+,High_75_90pct,85,45,40,54,-85.91,0.88,50025.9
344,20240114,3,5,Cheaper_10pct+,Match_90pct+,474,151,323,32,57.64,0.76,153055.46
345,20240114,3,5,Cheaper_5_10pct,Low_0_50pct,375,82,293,22,-26.52,0.96,76497.85
346,20240114,3,5,Cheaper_5_10pct,Medium_50_75pct,459,50,409,11,-92.67,0.51,51393.14
347,20240114,3,5,Cheaper_5_10pct,High_75_90pct,225,38,187,17,65.97,0.74,23571.64
348,20240114,3,5,Cheaper_5_10pct,Match_90pct+,223,91,132,41,-48.08,0.57,101409.05
349,20240114,3,5,Match_5pct,Low_0_50pct,100,65,35,65,87.71,0.67,46480.61
350,20240114,3,5,Match_5pct,Medium_50_75pct,241,91,150,38,6.36,0.93,122600.18
351,20240114,3,5,Match_5pct,High_75_90pct,323,103,220,32,85.49,0.9,192773.53
352,20240114,3,5,Match_5pct,Match_90pct+,429,343,86,80,71.07,0.63,249081.79
353,20240114,3,5,Expensive_5_10pct,Low_0_50pct,274,186,88,68,91.03,0.68,234971.98
354,20240114,3,5,Expensive_5_10pct,Medium_50_75pct,117,28,89,24,-67.78,0.66,25832.52
355,20240114,3,5,Expensive_5_10pct,High_75_90pct,164,103,61,63,-78.1,0.87,121098.68
356,20240114,3,5,Expensive_5_10pct,Match_90pct+,385,92,293,24,87.13,0.72,107886.86
357,20240114,3,5,Expensive_10pct+,Low_0_50pct,310,93,217,30,-6.56,0.98,141376.39
358,20240114,3,5,Expensive_10pct+,Medium_50_75pct,331,251,80,76,55.81,0.64,450622.09
359,20240114,3,5,Expensive_10pct+,High_75_90pct,271,89,182,33,16.57,0.62,71692.57
360,20240114,3,5,Expensive_10pct+,Match_90pct+,482,173,309,36,24.78,0.72,113408.5
361,20240121,1,3,Cheaper_10pct+,Low_0_50pct,123,15,108,13,-97.23,0.81,21637.52
362,20240121,1,3,Cheaper_10pct+,Medium_50_75pct,125,63,62,51,34.13,0.85,94933.16
363,20240121,1,3,Cheaper_10pct+,High_75_90pct,51,11,40,23,-40.25,0.78,16247.8
364,20240121,1,3,Cheaper_10pct+,Match_90pct+,168,68,100,41,-3.2,0.83,102439.33
365,20240121,1,3,Cheaper_5_10pct,Low_0_50pct,327,232,95,71,74.88,0.5,181495.38
366,20240121,1,3,Cheaper_5_10pct,Medium_50_75pct,83,48,35,59,18.97,0.54,43893.81
367,20240121,1,3,Cheaper_5_10pct,High_75_90pct,297,127,170,43,95.32,0.85,86548.01
368,20240121,1,3,Cheaper_5_10pct,Match_90pct+,474,284,190,60,-90.19,0.81,150013.32
369,20240121,1,3,Match_5pct,Low_0_50pct,288,144,144,50,62.17,0.7,156368.76
370,20240121,1,3,Match_5pct,Medium_50_75pct,222,150,72,68,-32.87,0.54,179005.76
371,20240121,1,3,Match_5pct,High_75_90pct,217,123,94,57,78.29,0.8,228043.88
372,20240121,1,3,Match_5pct,Match_90pct+,380,243,137,64,-91.39,0.67,256026.83
373,20240121,1,3,Expensive_5_10pct,Low_0_50pct,112,73,39,66,90.51,0.58,124638.74
374,20240121,1,3,Expensive_5_10pct,Medium_50_75pct,441,136,305,31,31.24,0.87,69997.79
375,20240121,1,3,Expensive_5_10pct,High_75_90pct,243,160,83,66,93.99,0.76,155530.83
376,20240121,1,3,Expensive_5_10pct,Match_90pct+,144,69,75,48,-49.99,0.85,73400.53
377,20240121,1,3,Expensive_10pct+,Low_0_50pct,453,140,313,31,51.61,0.9,133279.57
378,20240121,1,3,Expensive_10pct+,Medium_50_75pct,444,333,111,75,22.37,0.53,634746.52
379,20240121,1,3,Expensive_10pct+,High_75_90pct,141,87,54,62,74.84,0.76,155657.4
380,20240121,1,3,Expensive_10pct+,Match_90pct+,319,172,147,54,-95.26,0.59,166289.7
381,20240121,1,4,Cheaper_10pct+,Low_0_50pct,311,59,252,19,-94.4,0.75,111971.11
382,20240121,1,4,Cheaper_10pct+,Medium_50_75pct,268,64,204,24,38.15,0.62,64813.27
383,20240121,1,4,Cheaper_10pct+,High_75_90pct,417,300,117,72,-22.74,0.61,225658.95
384,20240121,1,4,Cheaper_10pct+,Match_90pct+,285,168,117,59,91.21,0.86,293240.73
385,20240121,1,4,Cheaper_5_10pct,Low_0_50pct,118,75,43,64,-52.15,0.78,92889.63
386,20240121,1,4,Cheaper_5_10pct,Medium_50_75pct,161,85,76,53,97.4,0.93,47550.14
387,20240121,1,4,Cheaper_5_10pct,High_75_90pct,197,68,129,35,77.47,0.8,119491.23
388,20240121,1,4,Cheaper_5_10pct,Match_90pct+,363,159,204,44,-74.42,0.69,250149.85
389,20240121,1,4,Match_5pct,Low_0_50pct,157,109,48,70,51.75,0.9,178799.89
390,20240121,1,4,Match_5pct,Medium_50_75pct,269,166,103,62,-50.37,0.72,148851.09
391,20240121,1,4,Match_5pct,High_75_90pct,260,163,97,63,38.06,0.58,121506.26
392,20240121,1,4,Match_5pct,Match_90pct+,151,80,71,53,-37.81,0.5,68980.69
393,20240121,1,4,Expensive_5_10pct,Low_0_50pct,150,117,33,78,-12.55,0.7,153313.28
394,20240121,1,4,Expensive_5_10pct,Medium_50_75pct,483,284,199,59,-0.57,0.68,402547.07
395,20240121,1,4,Expensive_5_10pct,High_75_90pct,221,95,126,43,-18.53,0.9,189204.98
396,20240121,1,4,Expensive_5_10pct,Match_90pct+,357,117,240,33,78.47,0.86,187963.23
397,20240121,1,4,Expensive_10pct+,Low_0_50pct,430,283,147,66,-33.77,0.98,421119.14
398,20240121,1,4,Expensive_10pct+,Medium_50_75pct,227,152,75,67,2.53,0.73,158348.33
399,20240121,1,4,Expensive_10pct+,High_75_90pct,191,53,138,28,58.48,0.8,36737.43
400,20240121,1,4,Expensive_10pct+,Match_90pct+,473,122,351,26,77.36,0.66,66377.55
401,20240121,1,5,Cheaper_10pct+,Low_0_50pct,441,136,305,31,54.88,0.99,233039.51
402,20240121,1,5,Cheaper_10pct+,Medium_50_75pct,471,357,114,76,-92.88,0.68,369158.59
403,20240121,1,5,Cheaper_10pct+,High_75_90pct,250,197,53,79,-54.78,0.95,159804.64
404,20240121,1,5,Cheaper_10pct+,Match_90pct+,179,60,119,34,-11.28,0.78,88503.88
405,20240121,1,5,Cheaper_5_10pct,Low_0_50pct,274,104,170,38,93.33,0.9,97398.73
406,20240121,1,5,Cheaper_5_10pct,Medium_50_75pct,435,82,353,19,23.64,0.61,125351.37
407,20240121,1,5,Cheaper_5_10pct,High_75_90pct,473,321,152,68,-1.1,0.76,448978.95
408,20240121,1,5,Cheaper_5_10pct,Match_90pct+,209,148,61,71,-51.59,0.72,84404.87
409,20240121,1,5,Match_5pct,Low_0_50pct,375,75,300,20,-6.35,0.66,83866.53
410,20240121,1,5,Match_5pct,Medium_50_75pct,462,120,342,26,-12.55,0.52,121567.86
411,20240121,1,5,Match_5pct,High_75_90pct,354,205,149,58,-61.55,0.85,378815.0
412,20240121,1,5,Match_5pct,Match_90pct+,65,30,35,47,-37.41,0.88,35110.44
413,20240121,1,5,Expensive_5_10pct,Low_0_50pct,300,198,102,66,98.11,0.87,192309.85
414,20240121,1,5,Expensive_5_10pct,Medium_50_75pct,480,91,389,19,67.96,0.65,149010.25
415,20240121,1,5,Expensive_5_10pct,High_75_90pct,143,55,88,39,94.38,0.88,104430.43
416,20240121,1,5,Expensive_5_10pct,Match_90pct+,295,156,139,53,96.93,0.9,114019.49
417,20240121,1,5,Expensive_10pct+,Low_0_50pct,154,52,102,34,85.26,0.93,86314.18
418,20240121,1,5,Expensive_10pct+,Medium_50_75pct,81,17,64,22,49.17,0.76,31108.89
419,20240121,1,5,Expensive_10pct+,High_75_90pct,108,54,54,50,-89.04,0.84,36803.53
420,20240121,1,5,Expensive_10pct+,Match_90pct+,54,27,27,50,4.28,0.52,40296.81
421,20240121,2,3,Cheaper_10pct+,Low_0_50pct,367,278,89,76,-3.53,0.69,430319.48
422,20240121,2,3,Cheaper_10pct+,Medium_50_75pct,57,37,20,65,-78.77,0.87,57448.86
423,20240121,2,3,Cheaper_10pct+,High_75_90pct,323,245,78,76,-25.62,0.66,135865.51
424,20240121,2,3,Cheaper_10pct+,Match_90pct+,228,77,151,34,55.76,0.57,66314.39
425,20240121,2,3,Cheaper_5_10pct,Low_0_50pct,383,287,96,75,41.94,0.94,312632.45
426,20240121,2,3,Cheaper_5_10pct,Medium_50_75pct,57,12,45,22,26.86,0.86,13453.53
427,20240121,2,3,Cheaper_5_10pct,High_75_90pct,460,340,120,74,-86.87,0.74,528248.16
428,20240121,2,3,Cheaper_5_10pct,Match_90pct+,292,210,82,72,82.03,0.53,243605.01
429,20240121,2,3,Match_5pct,Low_0_50pct,252,171,81,68,13.31,0.87,201776.4
430,20240121,2,3,Match_5pct,Medium_50_75pct,88,30,58,35,-12.0,0.95,51888.25
431,20240121,2,3,Match_5pct,High_75_90pct,454,167,287,37,39.19,0.64,270336.09
432,20240121,2,3,Match_5pct,Match_90pct+,496,302,194,61,-68.4,0.89,515689.7
433,20240121,2,3,Expensive_5_10pct,Low_0_50pct,490,274,216,56,81.53,0.87,506109.57
434,20240121,2,3,Expensive_5_10pct,Medium_50_75pct,371,155,216,42,75.73,0.85,142233.28
435,20240121,2,3,Expensive_5_10pct,High_75_90pct,487,233,254,48,87.06,0.51,227758.94
436,20240121,2,3,Expensive_5_10pct,Match_90pct+,451,347,104,77,83.93,0.66,280635.41
437,20240121,2,3,Expensive_10pct+,Low_0_50pct,363,123,240,34,43.95,0.77,180604.49
438,20240121,2,3,Expensive_10pct+,Medium_50_75pct,485,111,374,23,-92.01,0.64,70584.06
439,20240121,2,3,Expensive_10pct+,High_75_90pct,471,320,151,68,59.18,0.66,384803.67
440,20240121,2,3,Expensive_10pct+,Match_90pct+,199,129,70,65,-35.87,0.61,219030.64
441,20240121,2,4,Cheaper_10pct+,Low_0_50pct,417,246,171,59,70.97,0.98,385366.95
442,20240121,2,4,Cheaper_10pct+,Medium_50_75pct,420,88,332,21,83.47,0.56,118505.76
443,20240121,2,4,Cheaper_10pct+,High_75_90pct,356,210,146,59,94.21,0.69,157017.56
444,20240121,2,4,Cheaper_10pct+,Match_90pct+,154,43,111,28,-8.31,0.87,83472.54
445,20240121,2,4,Cheaper_5_10pct,Low_0_50pct,68,15,53,23,65.33,0.75,15708.98
446,20240121,2,4,Cheaper_5_10pct,Medium_50_75pct,310,198,112,64,25.49,0.55,357124.33
447,20240121,2,4,Cheaper_5_10pct,High_75_90pct,345,155,190,45,38.24,0.98,206155.23
448,20240121,2,4,Cheaper_5_10pct,Match_90pct+,227,70,157,31,80.34,0.96,131474.49
449,20240121,2,4,Match_5pct,Low_0_50pct,306,198,108,65,-0.84,0.56,276029.59
450,20240121,2,4,Match_5pct,Medium_50_75pct,242,58,184,24,-85.89,0.52,114822.99
451,20240121,2,4,Match_5pct,High_75_90pct,188,146,42,78,-24.17,0.67,268640.61
452,20240121,2,4,Match_5pct,Match_90pct+,384,234,150,61,-57.17,0.93,231197.09
453,20240121,2,4,Expensive_5_10pct,Low_0_50pct,448,53,395,12,-87.51,0.97,30359.05
454,20240121,2,4,Expensive_5_10pct,Medium_50_75pct,494,197,297,40,99.66,0.85,317266.14
455,20240121,2,4,Expensive_5_10pct,High_75_90pct,452,45,407,10,41.35,0.9,31311.16
456,20240121,2,4,Expensive_5_10pct,Match_90pct+,405,153,252,38,-21.12,0.96,141696.83
457,20240121,2,4,Expensive_10pct+,Low_0_50pct,67,10,57,15,-25.09,0.83,5805.96
458,20240121,2,4,Expensive_10pct+,Medium_50_75pct,438,240,198,55,-71.62,0.79,354570.36
459,20240121,2,4,Expensive_10pct+,High_75_90pct,346,273,73,79,89.61,0.62,195133.72
460,20240121,2,4,Expensive_10pct+,Match_90pct+,97,31,66,32,57.06,0.96,49534.14
461,20240121,2,5,Cheaper_10pct+,Low_0_50pct,204,118,86,58,41.91,1.0,202340.19
462,20240121,2,5,Cheaper_10pct+,Medium_50_75pct,458,311,147,68,-56.95,0.93,495096.01
463,20240121,2,5,Cheaper_10pct+,High_75_90pct,489,136,353,28,-76.07,0.64,267126.88
464,20240121,2,5,Cheaper_10pct+,Match_90pct+,184,22,162,12,-77.45,0.98,13070.03
465,20240121,2,5,Cheaper_5_10pct,Low_0_50pct,194,122,72,63,-38.94,0.68,112040.03
466,20240121,2,5,Cheaper_5_10pct,Medium_50_75pct,479,124,355,26,72.41,0.5,81589.86
467,20240121,2,5,Cheaper_5_10pct,High_75_90pct,257,115,142,45,-2.78,0.72,228353.97
468,20240121,2,5,Cheaper_5_10pct,Match_90pct+,84,19,65,23,-71.38,0.98,36127.48
469,20240121,2,5,Match_5pct,Low_0_50pct,231,32,199,14,-55.16,0.73,60061.69
470,20240121,2,5,Match_5pct,Medium_50_75pct,83,45,38,55,73.16,0.88,50920.68
471,20240121,2,5,Match_5pct,High_75_90pct,92,31,61,34,-86.7,0.88,35552.39
472,20240121,2,5,Match_5pct,Match_90pct+,388,112,276,29,-76.36,0.55,207049.96
473,20240121,2,5,Expensive_5_10pct,Low_0_50pct,214,124,90,58,12.64,0.65,230131.56
474,20240121,2,5,Expensive_5_10pct,Medium_50_75pct,287,86,201,30,23.75,0.81,120198.24
475,20240121,2,5,Expensive_5_10pct,High_75_90pct,193,127,66,66,37.16,0.51,249380.21
476,20240121,2,5,Expensive_5_10pct,Match_90pct+,433,43,390,10,59.79,0.83,52754.21
477,20240121,2,5,Expensive_10pct+,Low_0_50pct,273,57,216,21,-28.73,0.88,50090.85
478,20240121,2,5,Expensive_10pct+,Medium_50_75pct,131,22,109,17,-41.84,0.87,14153.19
479,20240121,2,5,Expensive_10pct+,High_75_90pct,62,37,25,60,7.26,0.6,47685.66
480,20240121,2,5,Expensive_10pct+,Match_90pct+,199,155,44,78,-4.74,0.86,163827.85
481,20240121,3,3,Cheaper_10pct+,Low_0_50pct,345,82,263,24,51.33,0.59,96745.1
482,20240121,3,3,Cheaper_10pct+,Medium_50_75pct,335,247,88,74,7.93,0.54,222290.13
483,20240121,3,3,Cheaper_10pct+,High_75_90pct,372,275,97,74,-78.04,0.9,402392.81
484,20240121,3,3,Cheaper_10pct+,Match_90pct+,87,10,77,12,-79.49,0.61,10162.35
485,20240121,3,3,Cheaper_5_10pct,Low_0_50pct,332,112,220,34,-3.58,0.94,112293.79
486,20240121,3,3,Cheaper_5_10pct,Medium_50_75pct,170,107,63,63,56.53,0.84,183181.02
487,20240121,3,3,Cheaper_5_10pct,High_75_90pct,77,59,18,77,41.92,0.81,37412.34
488,20240121,3,3,Cheaper_5_10pct,Match_90pct+,366,47,319,13,9.9,0.53,57430.67
489,20240121,3,3,Match_5pct,Low_0_50pct,211,149,62,71,-69.25,0.6,291015.41
490,20240121,3,3,Match_5pct,Medium_50_75pct,495,153,342,31,-41.6,0.78,96426.99
491,20240121,3,3,Match_5pct,High_75_90pct,120,40,80,34,33.84,0.52,28175.74
492,20240121,3,3,Match_5pct,Match_90pct+,142,72,70,51,-23.51,0.95,50121.32
493,20240121,3,3,Expensive_5_10pct,Low_0_50pct,411,82,329,20,88.07,0.96,90269.84
494,20240121,3,3,Expensive_5_10pct,Medium_50_75pct,456,296,160,65,-84.26,0.74,365290.38
495,20240121,3,3,Expensive_5_10pct,High_75_90pct,232,139,93,60,91.01,0.78,272530.5
496,20240121,3,3,Expensive_5_10pct,Match_90pct+,412,263,149,64,49.37,0.86,467019.28
497,20240121,3,3,Expensive_10pct+,Low_0_50pct,141,42,99,30,58.48,0.65,51905.2
498,20240121,3,3,Expensive_10pct+,Medium_50_75pct,104,41,63,40,24.98,0.81,42838.98
499,20240121,3,3,Expensive_10pct+,High_75_90pct,108,25,83,24,35.96,0.78,38344.92
500,20240121,3,3,Expensive_10pct+,Match_90pct+,118,86,32,73,-4.75,0.79,63932.69
501,20240121,3,4,Cheaper_10pct+,Low_0_50pct,238,180,58,76,13.28,0.96,184349.44
502,20240121,3,4,Cheaper_10pct+,Medium_50_75pct,245,78,167,32,98.08,0.64,75192.45
503,20240121,3,4,Cheaper_10pct+,High_75_90pct,421,206,215,49,-7.88,0.77,395947.89
504,20240121,3,4,Cheaper_10pct+,Match_90pct+,133,61,72,46,-2.77,0.51,96349.91
505,20240121,3,4,Cheaper_5_10pct,Low_0_50pct,370,92,278,25,-38.76,0.65,176992.17
506,20240121,3,4,Cheaper_5_10pct,Medium_50_75pct,164,26,138,16,-36.39,0.71,48538.95
507,20240121,3,4,Cheaper_5_10pct,High_75_90pct,242,94,148,39,-91.84,0.99,124102.84
508,20240121,3,4,Cheaper_5_10pct,Match_90pct+,363,225,138,62,-99.85,0.93,397023.93
509,20240121,3,4,Match_5pct,Low_0_50pct,267,141,126,53,28.95,0.52,207317.52
510,20240121,3,4,Match_5pct,Medium_50_75pct,405,129,276,32,80.37,0.71,143593.32
511,20240121,3,4,Match_5pct,High_75_90pct,362,199,163,55,-99.7,0.54,148970.92
512,20240121,3,4,Match_5pct,Match_90pct+,477,90,387,19,-26.55,0.86,179489.22
513,20240121,3,4,Expensive_5_10pct,Low_0_50pct,153,65,88,43,19.43,0.8,36767.45
514,20240121,3,4,Expensive_5_10pct,Medium_50_75pct,118,50,68,43,-13.76,0.99,88267.13
515,20240121,3,4,Expensive_5_10pct,High_75_90pct,311,208,103,67,82.56,0.78,231893.75
516,20240121,3,4,Expensive_5_10pct,Match_90pct+,168,23,145,14,9.33,0.58,17408.58
517,20240121,3,4,Expensive_10pct+,Low_0_50pct,190,102,88,54,-2.0,0.56,142862.22
518,20240121,3,4,Expensive_10pct+,Medium_50_75pct,364,112,252,31,34.07,0.84,165651.35
519,20240121,3,4,Expensive_10pct+,High_75_90pct,487,199,288,41,-86.48,0.91,308515.78
520,20240121,3,4,Expensive_10pct+,Match_90pct+,82,19,63,24,19.24,0.94,11288.08
521,20240121,3,5,Cheaper_10pct+,Low_0_50pct,268,107,161,40,24.03,0.76,90120.07
522,20240121,3,5,Cheaper_10pct+,Medium_50_75pct,350,91,259,26,-81.02,0.73,128892.02
523,20240121,3,5,Cheaper_10pct+,High_75_90pct,187,65,122,35,28.8,0.67,104932.79
524,20240121,3,5,Cheaper_10pct+,Match_90pct+,209,123,86,59,14.62,0.85,137898.32
525,20240121,3,5,Cheaper_5_10pct,Low_0_50pct,419,108,311,26,53.7,0.81,211286.65
526,20240121,3,5,Cheaper_5_10pct,Medium_50_75pct,56,25,31,46,-21.65,0.99,22058.69
527,20240121,3,5,Cheaper_5_10pct,High_75_90pct,360,259,101,72,-1.44,0.93,362004.76
528,20240121,3,5,Cheaper_5_10pct,Match_90pct+,333,186,147,56,-92.96,0.83,318801.27
529,20240121,3,5,Match_5pct,Low_0_50pct,123,13,110,11,-55.66,0.53,20661.96
530,20240121,3,5,Match_5pct,Medium_50_75pct,284,28,256,10,-34.68,0.54,27083.54
531,20240121,3,5,Match_5pct,High_75_90pct,128,17,111,14,-53.38,0.7,11638.55
532,20240121,3,5,Match_5pct,Match_90pct+,465,158,307,34,85.44,0.54,301450.97
533,20240121,3,5,Expensive_5_10pct,Low_0_50pct,313,93,220,30,1.06,0.96,185786.71
534,20240121,3,5,Expensive_5_10pct,Medium_50_75pct,486,63,423,13,37.25,0.82,97986.77
535,20240121,3,5,Expensive_5_10pct,High_75_90pct,157,81,76,52,81.75,0.7,84331.94
536,20240121,3,5,Expensive_5_10pct,Match_90pct+,181,36,145,20,0.19,0.63,52821.29
537,20240121,3,5,Expensive_10pct+,Low_0_50pct,203,42,161,21,92.64,0.85,36208.44
538,20240121,3,5,Expensive_10pct+,Medium_50_75pct,149,113,36,76,72.77,0.95,219911.07
539,20240121,3,5,Expensive_10pct+,High_75_90pct,87,30,57,35,-95.6,0.54,38887.03
540,20240121,3,5,Expensive_10pct+,Match_90pct+,119,95,24,80,-91.89,0.52,100670.14
541,20240128,1,3,Cheaper_10pct+,Low_0_50pct,258,162,96,63,-68.03,0.86,244635.76
542,20240128,1,3,Cheaper_10pct+,Medium_50_75pct,113,56,57,50,21.18,0.73,61489.68
543,20240128,1,3,Cheaper_10pct+,High_75_90pct,393,282,111,72,53.12,0.61,226343.5
544,20240128,1,3,Cheaper_10pct+,Match_90pct+,388,97,291,25,-85.3,0.59,133844.92
545,20240128,1,3,Cheaper_5_10pct,Low_0_50pct,323,77,246,24,-4.67,0.62,93710.31
546,20240128,1,3,Cheaper_5_10pct,Medium_50_75pct,142,78,64,55,-62.58,0.63,63773.81
